id;zip;bfsnr;name;canton_id;district_id;planning_region_id;mountain_region_id;ase;greater_region_id;language_region_id;ms_region_id;job_market_region_id;agglomeration_id;metropole_region_id;tourism_region_id;municipal_size_class_id;urban_character_id;agglomeration_size_class_id;is_town;degurba_id;municipal_type22_id;municipal_type9_id;ms_region_typology_id;alternate_names;lat;long;lv03_easting;lv03_northing;noise_level;steuerfuss_gde;steuerfuss_kanton
1916;3713;567;Reichenbach im Kandertal;2;249;215;4;1;2;1;22;7;0;0;7;6;0;0;0;3;19;8;13;[];46.5710892;7.75872672811383;624539.37442876;157806.887292401;0;1.77;3.06
1925;3722;567;Reichenbach im Kandertal;2;249;215;4;1;2;1;22;7;0;0;7;6;0;0;0;3;19;8;13;[];46.5710892;7.75872672811383;624539.37442876;157806.887292401;0;1.77;3.06
1918;3714;567;Reichenbach im Kandertal;2;249;215;4;1;2;1;22;7;0;0;7;6;0;0;0;3;19;8;13;[];46.5710892;7.75872672811383;624539.37442876;157806.887292401;0;1.77;3.06
1926;3723;567;Reichenbach im Kandertal;2;249;215;4;1;2;1;22;7;0;0;7;6;0;0;0;3;19;8;13;[];46.5710892;7.75872672811383;624539.37442876;157806.887292401;0;1.77;3.06
1813;3612;925;Fahrni;2;247;213;4;0;2;1;20;7;0;0;7;8;4;4;0;3;20;8;8;[];46.7960714;7.65795901165112;616744.373948819;182790.776364587;35.7856399583767;1.78;3.06
1827;3617;925;Fahrni;2;247;213;4;0;2;1;20;7;0;0;7;8;4;4;0;3;20;8;8;["Fahrni b. Thun"];46.7960714;7.65795901165112;616744.373948819;182790.776364587;35.7856399583767;1.78;3.06
2525;4922;342;Thunstetten;2;244;206;0;1;2;1;15;9;0;0;6;6;0;0;0;2;17;6;11;[];47.2023549;7.7582873;624219.94556534;227983.663660452;46.1935483870968;1.78;3.06
1967;3800;593;Unterseen;2;250;216;4;1;2;1;23;7;581;9;7;5;2;5;0;3;12;2;10;[];46.6871654;7.8496369;631441.245786881;170742.981812916;38.3;1.78;3.06
1151;2558;731;Aegerten;2;242;217;1;0;2;1;13;6;371;9;8;7;2;3;0;2;14;4;7;[];47.1202408;7.2884966;588606.781869574;218816.307592946;52.7017726798749;1.79;3.06
1584;3274;734;Bühl;2;243;217;0;0;2;1;12;7;0;0;8;8;5;0;0;2;16;7;11;["B\\u00fchl b. Aarberg"];47.0712881;7.2443142;585240.489244595;213381.546668664;49.2018730489074;1.79;3.06
1174;2606;431;Corgémont;2;241;205;3;1;2;2;14;6;0;0;8;7;0;0;0;3;18;6;12;[];47.1947486;7.1447816;577731.964556303;227130.547939902;45.7726798748697;1.79;3.06
1204;2720;431;Corgémont;2;241;205;3;1;2;2;14;6;0;0;8;7;0;0;0;3;18;6;12;[];47.1947486;7.1447816;577731.964556303;227130.547939902;45.7726798748697;1.79;3.06
1177;2608;431;Corgémont;2;241;205;3;1;2;2;14;6;0;0;8;7;0;0;0;3;18;6;12;[];47.1947486;7.1447816;577731.964556303;227130.547939902;45.7726798748697;1.79;3.06
1983;3818;576;Grindelwald;2;250;216;4;1;2;1;23;7;0;0;7;6;0;0;0;3;6;5;10;[];46.6242733;8.0367462;645808.083679645;163843.600052945;36.2691489361702;1.79;3.06
1985;3823;576;Grindelwald;2;250;216;4;1;2;1;23;7;0;0;7;6;0;0;0;3;6;5;10;["Wengen", "Eigergletscher"];46.6242733;8.0367462;645808.083679645;163843.600052945;36.2691489361702;1.79;3.06
1981;3816;576;Grindelwald;2;250;216;4;1;2;1;23;7;0;0;7;6;0;0;0;3;6;5;10;["Burglauenen"];46.6242733;8.0367462;645808.083679645;163843.600052945;36.2691489361702;1.79;3.06
1630;3325;414;Krauchthal;2;245;207;1;0;2;1;16;7;0;0;6;6;4;2;0;3;15;7;9;[];47.0080399;7.5669873;609760.645925582;206339.770749195;43.0426638917794;1.79;3.06
1633;3326;414;Krauchthal;2;245;207;1;0;2;1;16;7;0;0;6;6;4;2;0;3;15;7;9;[];47.0080399;7.5669873;609760.645925582;206339.770749195;43.0426638917794;1.79;3.06
1505;3179;666;Kriechenwil;2;246;219;0;0;2;1;42;4;0;0;6;8;4;2;0;3;20;8;11;[];46.910791;7.222791;583556.480873575;195543.41419234;44.9188345473465;1.79;3.06
1605;3297;388;Leuzigen;2;243;1104;1;1;2;1;24;6;0;0;8;7;5;0;0;3;16;7;9;[];47.1746607;7.4585386;601509.054472451;224855.604176899;40.7450572320499;1.79;3.06
1770;3532;615;Mirchel;2;246;219;4;0;2;1;18;7;0;0;6;8;0;0;0;2;16;7;3;[];46.8951988;7.6481259;615964.253029311;193808.56376673;40.6951092611863;1.79;3.06
1750;3506;615;Mirchel;2;246;219;4;0;2;1;18;7;0;0;6;8;0;0;0;2;16;7;3;[];46.8951988;7.6481259;615964.253029311;193808.56376673;40.6951092611863;1.79;3.06
1419;3086;877;Niedermuhlern;2;246;219;4;1;2;1;19;7;0;0;6;8;4;2;0;3;21;9;14;[];46.8622943;7.4643067;601957.544650436;190129.684705154;48.5452653485952;1.79;3.06
1421;3087;877;Niedermuhlern;2;246;219;4;1;2;1;19;7;0;0;6;8;4;2;0;3;21;9;14;[];46.8622943;7.4643067;601957.544650436;190129.684705154;48.5452653485952;1.79;3.06
1680;3421;422;Rüti bei Lyssach;2;245;207;1;0;2;1;16;7;0;0;6;8;0;0;0;3;15;7;9;[];47.0555395;7.5779172;610582.431113403;211621.724926329;41.4921956295525;1.79;3.06
1891;3671;606;Brenzikofen;2;246;219;4;0;2;1;18;7;0;0;6;8;5;0;0;3;15;7;3;[];46.815044;7.616377;613565.07844154;184891.884488086;31.3111342351717;1.76;3.06
1412;3082;624;Schlosswil;2;246;219;4;0;2;1;18;7;0;0;6;8;4;2;0;2;15;7;3;[];46.9082968;7.6088017;612964.420853936;195257.433950893;42.0926118626431;1.79;3.06
1669;3416;957;Sumiswald;2;245;207;4;0;2;1;16;7;0;0;6;5;0;0;0;3;19;8;9;[];47.0285646;7.7449828;623287.238446922;208658.894895574;49.5587929240375;1.79;3.06
1718;3454;957;Sumiswald;2;245;207;4;0;2;1;16;7;0;0;6;5;0;0;0;3;19;8;9;[];47.0285646;7.7449828;623287.238446922;208658.894895574;49.5587929240375;1.79;3.06
1719;3455;957;Sumiswald;2;245;207;4;0;2;1;16;7;0;0;6;5;0;0;0;3;19;8;9;[];47.0285646;7.7449828;623287.238446922;208658.894895574;49.5587929240375;1.79;3.06
1725;3462;957;Sumiswald;2;245;207;4;0;2;1;16;7;0;0;6;5;0;0;0;3;19;8;9;[];47.0285646;7.7449828;623287.238446922;208658.894895574;49.5587929240375;1.79;3.06
2557;4954;957;Sumiswald;2;245;207;4;0;2;1;16;7;0;0;6;5;0;0;0;3;19;8;9;[];47.0285646;7.7449828;623287.238446922;208658.894895574;49.5587929240375;1.79;3.06
2552;4952;957;Sumiswald;2;245;207;4;0;2;1;16;7;0;0;6;5;0;0;0;3;19;8;9;[];47.0285646;7.7449828;623287.238446922;208658.894895574;49.5587929240375;1.79;3.06
1722;3457;957;Sumiswald;2;245;207;4;0;2;1;16;7;0;0;6;5;0;0;0;3;19;8;9;["Wasen im Emmental"];47.0285646;7.7449828;623287.238446922;208658.894895574;49.5587929240375;1.79;3.06
1437;3111;625;Tägertschi;2;246;219;1;0;2;1;18;7;0;0;6;8;4;2;0;2;21;9;3;[];46.8763081;7.5855767;611201.64718355;191697.71860949;48.8657648283039;1.79;3.06
3037;6244;1123;Altishofen;3;315;305;4;0;6;1;28;14;0;0;4;7;0;0;0;2;17;6;14;[];47.200914;7.961177;639593.520909986;227905.947000243;46.6399583766909;1.8;1.6
3043;6246;1123;Altishofen;3;315;305;4;0;6;1;28;14;0;0;4;7;0;0;0;2;17;6;14;[];47.200914;7.961177;639593.520909986;227905.947000243;46.6399583766909;1.8;1.6
3056;6263;1123;Altishofen;3;315;305;4;0;6;1;28;14;0;0;4;7;0;0;0;2;17;6;14;[];47.200914;7.961177;639593.520909986;227905.947000243;46.6399583766909;1.8;1.6
3014;6213;1104;Triengen;3;314;303;1;0;6;1;27;14;0;0;4;6;0;0;0;2;18;6;11;[];47.2351967;8.0767478;648319.252555849;231782.033244239;53.2192066805845;1.8;1.6
3029;6234;1104;Triengen;3;314;303;1;0;6;1;27;14;0;0;4;6;0;0;0;2;18;6;11;[];47.2351967;8.0767478;648319.252555849;231782.033244239;53.2192066805845;1.8;1.6
3032;6236;1104;Triengen;3;314;303;1;0;6;1;27;14;0;0;4;6;0;0;0;2;18;6;11;[];47.2351967;8.0767478;648319.252555849;231782.033244239;53.2192066805845;1.8;1.6
3030;6235;1104;Triengen;3;314;303;1;0;6;1;27;14;0;0;4;6;0;0;0;2;18;6;11;["Winikon"];47.2351967;8.0767478;648319.252555849;231782.033244239;53.2192066805845;1.8;1.6
1072;2345;6754;Le Noirmont;26;2602;2601;3;1;2;2;106;6;0;0;8;7;0;0;0;3;18;6;9;[];47.2243743;6.9567612;563504.283566612;230494.674543644;49.9958376690947;1.8;2.85
1063;2336;6754;Le Noirmont;26;2602;2601;3;1;2;2;106;6;0;0;8;7;0;0;0;3;18;6;9;[];47.2243743;6.9567612;563504.283566612;230494.674543644;49.9958376690947;1.8;2.85
1065;2340;6754;Le Noirmont;26;2602;2601;3;1;2;2;106;6;0;0;8;7;0;0;0;3;18;6;9;[];47.2243743;6.9567612;563504.283566612;230494.674543644;49.9958376690947;1.8;2.85
1819;3614;923;Buchholterberg;2;247;213;4;0;2;1;20;7;0;0;7;7;5;0;0;3;19;8;8;[];46.81936665;7.6855685824021;618844.051972182;185386.670095808;38.8480749219563;1.8;3.06
1823;3615;923;Buchholterberg;2;247;213;4;0;2;1;20;7;0;0;7;7;5;0;0;3;19;8;8;[];46.81936665;7.6855685824021;618844.051972182;185386.670095808;38.8480749219563;1.8;3.06
1831;3618;923;Buchholterberg;2;247;213;4;0;2;1;20;7;0;0;7;7;5;0;0;3;19;8;8;[];46.81936665;7.6855685824021;618844.051972182;185386.670095808;38.8480749219563;1.8;3.06
1900;3674;923;Buchholterberg;2;247;213;4;0;2;1;20;7;0;0;7;7;5;0;0;3;19;8;8;[];46.81936665;7.6855685824021;618844.051972182;185386.670095808;38.8480749219563;1.8;3.06
1936;3757;762;Diemtigen;2;249;213;4;0;2;1;20;7;0;0;7;6;0;0;0;3;21;9;8;[];46.6496866;7.5665715;609793.858935748;166502.342845769;40.2944849115505;1.8;3.06
1572;3264;385;Diessbach bei Büren;2;243;217;0;0;2;1;12;7;0;0;8;8;5;0;0;2;15;7;11;[];47.1080046;7.3635007;594297.184419942;217447.801989411;44.0301768990635;1.8;3.06
1781;3536;901;Eggiwil;2;245;207;4;1;2;1;17;7;0;0;6;6;0;0;0;3;21;9;14;[];46.8748725;7.7962905;627265.242853028;191589.596629289;47.2934443288241;1.8;3.06
1782;3537;901;Eggiwil;2;245;207;4;1;2;1;17;7;0;0;6;6;0;0;0;3;21;9;14;[];46.8748725;7.7962905;627265.242853028;191589.596629289;47.2934443288241;1.8;3.06
1792;3550;901;Eggiwil;2;245;207;4;1;2;1;17;7;0;0;6;6;0;0;0;3;21;9;14;[];46.8748725;7.7962905;627265.242853028;191589.596629289;47.2934443288241;1.8;3.06
1829;3618;901;Eggiwil;2;245;207;4;1;2;1;17;7;0;0;6;6;0;0;0;3;21;9;14;[];46.8748725;7.7962905;627265.242853028;191589.596629289;47.2934443288241;1.8;3.06
2988;6197;901;Eggiwil;2;245;207;4;1;2;1;17;7;0;0;6;6;0;0;0;3;21;9;14;[];46.8748725;7.7962905;627265.242853028;191589.596629289;47.2934443288241;1.8;3.06
1168;2577;493;Finsterhennen;2;243;217;0;0;2;1;12;7;0;0;8;8;0;0;0;3;20;8;11;[];47.0232169;7.1808763;580404.443992751;208051.371313232;31.5822916666667;1.8;3.06
1758;3510;607;Freimettigen;2;246;219;4;0;2;1;18;7;0;0;6;8;5;0;0;2;15;7;3;[];46.8677101;7.6277729;614420.628668424;190748.768226256;43.89802289282;1.8;3.06
1972;3805;590;Ringgenberg (BE);2;250;216;4;1;2;1;23;7;581;9;7;6;4;5;0;2;14;4;10;[];46.7086915;7.89256064745925;634710.956996532;173153.963115347;30.309053069719;1.8;3.06
1990;3852;590;Ringgenberg (BE);2;250;216;4;1;2;1;23;7;581;9;7;6;4;5;0;2;14;4;10;[];46.7086915;7.89256064745925;634710.956996532;173153.963115347;30.309053069719;1.8;3.06
1169;2577;499;Siselen;2;243;217;0;0;2;1;12;7;0;0;8;8;0;0;0;3;20;8;11;[];47.0325112;7.1882602;580969.094873006;209082.784707039;39.7721123829344;1.8;3.06
1224;2736;711;Sorvilier;2;241;205;3;1;2;2;14;6;0;0;8;8;0;0;0;3;19;8;12;[];47.238703;7.3048075;589867.126589382;231984.126171367;50.4318418314256;1.8;3.06
1840;3623;940;Teuffenthal (BE);2;247;213;4;0;2;1;20;7;0;0;7;8;5;0;0;3;21;9;8;[];46.76453775;7.70831546441562;620600.851634795;179297.235173736;12.8501560874089;1.8;3.06
1820;3614;945;Unterlangenegg;2;247;213;4;0;2;1;20;7;0;0;7;8;4;4;0;3;21;9;8;[];46.7968658;7.699143;619888.226471173;182888.666811201;51.0582726326743;1.8;3.06
1826;3616;945;Unterlangenegg;2;247;213;4;0;2;1;20;7;0;0;7;8;4;4;0;3;21;9;8;[];46.7968658;7.699143;619888.226471173;182888.666811201;51.0582726326743;1.8;3.06
1993;3855;573;Brienz (BE);2;250;216;4;1;2;1;23;7;0;0;7;6;0;0;0;3;7;5;10;["Axalp", "Schwanden b. Brienz", "Schwanden-Brienz"];46.730728;8.0510039096704;646807.499472307;175685.815635597;33.3277835587929;1.81;3.06
1604;3296;381;Arch;2;243;1104;1;1;2;1;24;6;0;0;8;7;5;0;0;3;18;6;9;[];47.1671132;7.4290584;599274.070306781;224016.346059252;51.2122788761707;1.82;3.06
1465;3128;873;Kirchenthurnen;2;246;219;1;0;2;1;18;7;0;0;6;8;4;2;0;3;15;7;3;[];46.8233157;7.5018898;604826.820096938;185798.102512847;49.6971904266389;1.82;3.06
1886;3664;879;Riggisberg;2;246;219;4;1;2;1;19;7;0;0;6;6;0;0;0;3;20;8;14;[];46.8106696;7.4798275;603144.038460383;184391.147244361;51.6462018730489;1.82;3.06
1433;3099;879;Riggisberg;2;246;219;4;1;2;1;19;7;0;0;6;6;0;0;0;3;20;8;14;[];46.8106696;7.4798275;603144.038460383;184391.147244361;51.6462018730489;1.82;3.06
1468;3132;879;Riggisberg;2;246;219;4;1;2;1;19;7;0;0;6;6;0;0;0;3;20;8;14;[];46.8106696;7.4798275;603144.038460383;184391.147244361;51.6462018730489;1.82;3.06
1485;3155;879;Riggisberg;2;246;219;4;1;2;1;19;7;0;0;6;6;0;0;0;3;20;8;14;[];46.8106696;7.4798275;603144.038460383;184391.147244361;51.6462018730489;1.82;3.06
1882;3663;867;Gurzelen;2;247;299;1;0;2;1;18;7;0;0;6;8;5;0;0;3;19;8;3;[];46.7793311;7.531651;607103.587668218;180910.672487681;41.7460978147763;1.83;3.06
1885;3664;867;Gurzelen;2;247;299;1;0;2;1;18;7;0;0;6;8;5;0;0;3;19;8;3;[];46.7793311;7.531651;607103.587668218;180910.672487681;41.7460978147763;1.83;3.06
1973;3806;572;Bönigen;2;250;216;4;1;2;1;23;7;581;9;7;6;2;5;0;3;7;5;10;[];46.6887343;7.8949281;634904.859319642;170936.547557561;44.0301768990635;1.84;3.06
1909;3706;575;Därligen;2;250;216;4;1;2;1;23;7;0;0;7;8;4;5;0;3;15;7;10;[];46.6606497;7.8094165;628378.383406171;167780.080871049;52.984375;1.84;3.06
1911;3707;575;Därligen;2;250;216;4;1;2;1;23;7;0;0;7;8;4;5;0;3;15;7;10;[];46.6606497;7.8094165;628378.383406171;167780.080871049;52.984375;1.84;3.06
1727;3463;952;Dürrenroth;2;245;207;4;1;2;1;15;9;0;0;6;7;0;0;0;3;21;9;11;[];47.0902206;7.7895896;626647.38265117;215527.441508454;49.5026014568158;1.84;3.06
1731;3464;952;Dürrenroth;2;245;207;4;1;2;1;15;9;0;0;6;7;0;0;0;3;21;9;11;[];47.0902206;7.7895896;626647.38265117;215527.441508454;49.5026014568158;1.84;3.06
1733;3465;952;Dürrenroth;2;245;207;4;1;2;1;15;9;0;0;6;7;0;0;0;3;21;9;11;[];47.0902206;7.7895896;626647.38265117;215527.441508454;49.5026014568158;1.84;3.06
2542;4942;952;Dürrenroth;2;245;207;4;1;2;1;15;9;0;0;6;7;0;0;0;3;21;9;11;[];47.0902206;7.7895896;626647.38265117;215527.441508454;49.5026014568158;1.84;3.06
878;1906;6132;Charrat;23;2307;2307;4;0;1;2;100;3;0;0;11;7;5;0;0;2;20;8;10;[];46.1220633;7.1347402;576508.391950362;107886.324466113;47.6066597294485;1.2;1
920;1955;6022;Chamoson;23;2302;2306;4;0;1;2;99;3;0;0;11;6;0;0;0;2;20;8;8;[];46.2033918;7.2218877;583269.934665193;116904.84649961;50.2302083333333;1.25;1
2090;3966;6232;Chalais;23;2311;2305;4;0;1;2;98;3;6248;9;11;6;4;5;0;3;14;4;10;["Réchy"];46.2654381;7.5085408;605389.401286652;123781.494957428;46.734375;1.3;1
853;1874;6151;Champéry;23;2308;2308;4;0;1;2;101;2;0;0;11;7;0;0;0;3;7;5;9;[];46.1756791;6.8687665;555991.617785341;113961.127624514;48.630593132154;1.35;1
1221;2735;683;Champoz;2;241;205;3;1;2;2;14;6;0;0;8;8;0;0;0;3;21;9;12;[];47.2553622;7.2991767;589444.051168234;233837.041070824;32.915625;1.7;3.06
1996;3856;573;Brienz (BE);2;250;216;4;1;2;1;23;7;0;0;7;6;0;0;0;3;7;5;10;[];46.730728;8.0510039096704;646807.499472307;175685.815635597;33.3277835587929;1.81;3.06
1997;3856;574;Brienzwiler;2;250;216;4;1;2;1;23;7;0;0;7;8;0;0;0;3;17;6;10;[];46.7501194;8.1021125;650695.773453285;177873.186871219;44.3704474505723;1.84;3.06
2559;4955;326;Gondiswil;2;244;206;4;1;2;1;15;9;0;0;6;8;0;0;0;3;19;8;11;[];47.144579;7.8718925;632863.038389304;221601.772769808;43.0208116545265;1.84;3.06
1655;3412;407;Heimiswil;2;245;207;4;0;2;1;16;7;0;0;6;7;0;0;0;3;21;9;9;[];47.0625989;7.6572587;616608.379673806;212420.273790931;46.955254942768;1.84;3.06
1657;3413;407;Heimiswil;2;245;207;4;0;2;1;16;7;0;0;6;7;0;0;0;3;21;9;9;[];47.0625989;7.6572587;616608.379673806;212420.273790931;46.955254942768;1.84;3.06
1663;3415;407;Heimiswil;2;245;207;4;0;2;1;16;7;0;0;6;7;0;0;0;3;21;9;9;[];47.0625989;7.6572587;616608.379673806;212420.273790931;46.955254942768;1.84;3.06
1666;3416;407;Heimiswil;2;245;207;4;0;2;1;16;7;0;0;6;7;0;0;0;3;21;9;9;[];47.0625989;7.6572587;616608.379673806;212420.273790931;46.955254942768;1.84;3.06
1671;3418;407;Heimiswil;2;245;207;4;0;2;1;16;7;0;0;6;7;0;0;0;3;21;9;9;["R\\u00fcegsbach"];47.0625989;7.6572587;616608.379673806;212420.273790931;46.955254942768;1.84;3.06
1736;3472;407;Heimiswil;2;245;207;4;0;2;1;16;7;0;0;6;7;0;0;0;3;21;9;9;[];47.0625989;7.6572587;616608.379673806;212420.273790931;46.955254942768;1.84;3.06
1704;3435;955;Lützelflüh;2;245;207;4;0;2;1;16;7;0;0;6;6;0;0;0;2;19;8;9;[];47.0093461;7.6886004;619008.145986305;206507.25350864;40.6618106139438;1.84;3.06
1711;3439;955;Lützelflüh;2;245;207;4;0;2;1;16;7;0;0;6;6;0;0;0;2;19;8;9;[];47.0093461;7.6886004;619008.145986305;206507.25350864;40.6618106139438;1.84;3.06
1712;3452;955;Lützelflüh;2;245;207;4;0;2;1;16;7;0;0;6;6;0;0;0;2;19;8;9;[];47.0093461;7.6886004;619008.145986305;206507.25350864;40.6618106139438;1.84;3.06
1716;3454;955;Lützelflüh;2;245;207;4;0;2;1;16;7;0;0;6;6;0;0;0;2;19;8;9;[];47.0093461;7.6886004;619008.145986305;206507.25350864;40.6618106139438;1.84;3.06
1673;3418;955;Lützelflüh;2;245;207;4;0;2;1;16;7;0;0;6;6;0;0;0;2;19;8;9;[];47.0093461;7.6886004;619008.145986305;206507.25350864;40.6618106139438;1.84;3.06
1703;3434;955;Lützelflüh;2;245;207;4;0;2;1;16;7;0;0;6;6;0;0;0;2;19;8;9;[];47.0093461;7.6886004;619008.145986305;206507.25350864;40.6618106139438;1.84;3.06
1714;3453;955;Lützelflüh;2;245;207;4;0;2;1;16;7;0;0;6;6;0;0;0;2;19;8;9;[];47.0093461;7.6886004;619008.145986305;206507.25350864;40.6618106139438;1.84;3.06
1720;3456;955;Lützelflüh;2;245;207;4;0;2;1;16;7;0;0;6;6;0;0;0;2;19;8;9;[];47.0093461;7.6886004;619008.145986305;206507.25350864;40.6618106139438;1.84;3.06
1628;3324;416;Mötschwil;2;245;207;1;0;2;1;16;7;0;0;6;8;0;0;0;3;22;9;9;[];47.0495151;7.5686179;609877.010373319;210950.776315552;47.1737773152966;1.84;3.06
1631;3325;416;Mötschwil;2;245;207;1;0;2;1;16;7;0;0;6;8;0;0;0;3;22;9;9;[];47.0495151;7.5686179;609877.010373319;210950.776315552;47.1737773152966;1.84;3.06
1678;3421;416;Mötschwil;2;245;207;1;0;2;1;16;7;0;0;6;8;0;0;0;3;22;9;9;[];47.0495151;7.5686179;609877.010373319;210950.776315552;47.1737773152966;1.84;3.06
2528;4924;334;Obersteckholz;2;244;206;0;1;2;1;15;9;0;0;6;8;0;0;0;3;16;7;11;[];47.1988034;7.8167121;628648.62778491;227608.500651216;53.7440166493236;1.84;3.06
1197;2715;716;Petit-Val;2;241;205;3;1;2;2;14;6;0;0;8;8;0;0;0;3;21;9;12;[];47.2724052;7.23348635133883;584476.667469145;235742.855413071;47.1612903225806;1.84;3.06
1194;2712;716;Petit-Val;2;241;205;3;1;2;2;14;6;0;0;8;8;0;0;0;3;21;9;12;[];47.2724052;7.23348635133883;584476.667469145;235742.855413071;47.1612903225806;1.84;3.06
1198;2716;716;Petit-Val;2;241;205;3;1;2;2;14;6;0;0;8;8;0;0;0;3;21;9;12;[];47.2724052;7.23348635133883;584476.667469145;235742.855413071;47.1612903225806;1.84;3.06
1239;2748;716;Petit-Val;2;241;205;3;1;2;2;14;6;0;0;8;8;0;0;0;3;21;9;12;[];47.2724052;7.23348635133883;584476.667469145;235742.855413071;47.1612903225806;1.84;3.06
1200;2717;716;Petit-Val;2;241;205;3;1;2;2;14;6;0;0;8;8;0;0;0;3;21;9;12;[];47.2724052;7.23348635133883;584476.667469145;235742.855413071;47.1612903225806;1.84;3.06
1218;2732;707;Saules (BE);2;241;205;3;1;2;2;14;6;0;0;8;8;0;0;0;3;19;8;12;[];47.2449404;7.218926;583366.300914079;232692.315484475;45.274244004171;1.84;3.06
2113;3982;6173;Bitsch;23;2309;2302;4;0;1;1;95;3;6002;9;11;8;4;5;0;3;14;4;10;[];46.3374019;8.0136014;644269.308671092;131941.037218259;53.8210197710718;1;1
2092;3967;6232;Chalais;23;2311;2305;4;0;1;2;98;3;6248;9;11;6;4;5;0;3;14;4;10;[];46.2654381;7.5085408;605389.401286652;123781.494957428;46.734375;1.3;1
1948;3772;793;St. Stephan;2;248;214;4;1;2;1;21;7;0;0;7;7;0;0;0;3;20;8;13;[];46.508715;7.3961417;596738.381915455;150823.926268986;48.7637877211238;1.84;3.06
1950;3773;793;St. Stephan;2;248;214;4;1;2;1;21;7;0;0;7;7;0;0;0;3;20;8;13;[];46.508715;7.3961417;596738.381915455;150823.926268986;48.7637877211238;1.84;3.06
1784;3537;908;Trub;2;245;207;4;1;2;1;17;7;0;0;6;7;0;0;0;3;21;9;14;[];46.9417628;7.878947;633524.576268623;199057.619991416;34.528616024974;1.84;3.06
1799;3552;908;Trub;2;245;207;4;1;2;1;17;7;0;0;6;7;0;0;0;3;21;9;14;[];46.9417628;7.878947;633524.576268623;199057.619991416;34.528616024974;1.84;3.06
1802;3555;908;Trub;2;245;207;4;1;2;1;17;7;0;0;6;7;0;0;0;3;21;9;14;[];46.9417628;7.878947;633524.576268623;199057.619991416;34.528616024974;1.84;3.06
1807;3557;908;Trub;2;245;207;4;1;2;1;17;7;0;0;6;7;0;0;0;3;21;9;14;[];46.9417628;7.878947;633524.576268623;199057.619991416;34.528616024974;1.84;3.06
1805;3556;908;Trub;2;245;207;4;1;2;1;17;7;0;0;6;7;0;0;0;3;21;9;14;[];46.9417628;7.878947;633524.576268623;199057.619991416;34.528616024974;1.84;3.06
1833;3618;946;Wachseldorn;2;247;213;4;0;2;1;20;7;0;0;7;8;5;0;0;3;21;9;8;[];46.8184797;7.7241386;621787.734874043;185298.043633;43.0645161290323;1.84;3.06
2823;6005;1061;Luzern;3;311;301;4;0;6;1;26;14;1061;9;4;2;1;3;1;1;2;1;6;[];47.0505452;8.3054682;665864.466667974;211420.81840803;51.0914893617021;1.85;1.6
2818;6003;1061;Luzern;3;311;301;4;0;6;1;26;14;1061;9;4;2;1;3;1;1;2;1;6;[];47.0505452;8.3054682;665864.466667974;211420.81840803;51.0914893617021;1.85;1.6
2848;6020;1061;Luzern;3;311;301;4;0;6;1;26;14;1061;9;4;2;1;3;1;1;2;1;6;[];47.0505452;8.3054682;665864.466667974;211420.81840803;51.0914893617021;1.85;1.6
2817;6000;1061;Luzern;3;311;301;4;0;6;1;26;14;1061;9;4;2;1;3;1;1;2;1;6;[];47.0505452;8.3054682;665864.466667974;211420.81840803;51.0914893617021;1.85;1.6
2820;6004;1061;Luzern;3;311;301;4;0;6;1;26;14;1061;9;4;2;1;3;1;1;2;1;6;[];47.0505452;8.3054682;665864.466667974;211420.81840803;51.0914893617021;1.85;1.6
2825;6006;1061;Luzern;3;311;301;4;0;6;1;26;14;1061;9;4;2;1;3;1;1;2;1;6;[];47.0505452;8.3054682;665864.466667974;211420.81840803;51.0914893617021;1.85;1.6
2833;6014;1061;Luzern;3;311;301;4;0;6;1;26;14;1061;9;4;2;1;3;1;1;2;1;6;[];47.0505452;8.3054682;665864.466667974;211420.81840803;51.0914893617021;1.85;1.6
2835;6015;1061;Luzern;3;311;301;4;0;6;1;26;14;1061;9;4;2;1;3;1;1;2;1;6;[];47.0505452;8.3054682;665864.466667974;211420.81840803;51.0914893617021;1.85;1.6
2836;6016;1061;Luzern;3;311;301;4;0;6;1;26;14;1061;9;4;2;1;3;1;1;2;1;6;["Hellbühl"];47.0505452;8.3054682;665864.466667974;211420.81840803;51.0914893617021;1.85;1.6
3026;6231;1100;Schlierbach;3;314;303;1;0;6;1;27;14;0;0;4;8;0;0;0;2;19;8;11;[];47.2261076;8.1159704;651297.872245237;230796.494624901;54.6555671175858;1.85;1.6
2129;3992;6205;Bettmeralp;23;2309;2302;4;1;1;1;95;3;0;0;11;8;0;0;0;3;7;5;10;[];46.3905995;8.0628825;648016.645226402;137883.677475009;20.2684703433923;1.2;1
2134;3996;6054;Binn;23;2304;2301;4;1;1;1;94;3;0;0;11;8;0;0;0;3;20;8;13;[];46.3645702;8.1843739;657389.025912754;135071.829471731;50.6795005202914;1.2;1
2096;3971;6234;Chermignon;23;2311;2305;4;0;1;2;98;3;6248;9;11;6;0;0;0;3;7;5;10;["Chermignon-den-Bas", "Ollon VS"];46.2889297;7.4750848;602808.78433307;126391.234850756;51.0926118626431;1.2;1
2106;3976;6234;Chermignon;23;2311;2305;4;0;1;2;98;3;6248;9;11;6;0;0;0;3;7;5;10;["Noës"];46.2889297;7.4750848;602808.78433307;126391.234850756;51.0926118626431;1.2;1
