id;zip;bfsnr;name;canton_id;district_id;planning_region_id;mountain_region_id;ase;greater_region_id;language_region_id;ms_region_id;job_market_region_id;agglomeration_id;metropole_region_id;tourism_region_id;municipal_size_class_id;urban_character_id;agglomeration_size_class_id;is_town;degurba_id;municipal_type22_id;municipal_type9_id;ms_region_typology_id;alternate_names;lat;long;lv03_easting;lv03_northing;noise_level;steuerfuss_gde;steuerfuss_kanton
2149;4058;2703;Riehen;12;1200;1201;0;0;3;1;47;8;2701;3;5;3;2;1;1;2;5;3;1;[];47.5750216;7.6346404;614748.116717558;269386.525543568;50.8563995837669;0.37;0.55
2171;4125;2703;Riehen;12;1200;1201;0;0;3;1;47;8;2701;3;5;3;2;1;1;2;5;3;1;[];47.5750216;7.6346404;614748.116717558;269386.525543568;50.8563995837669;0.37;0.55
905;1934;6031;Bagnes;23;2303;2307;4;0;1;2;100;3;0;0;11;5;0;0;0;3;6;5;10;[];46.00998095;7.30700547338256;589803.576201622;95389.5659310092;0;1;1
906;1936;6031;Bagnes;23;2303;2307;4;0;1;2;100;3;0;0;11;5;0;0;0;3;6;5;10;[];46.00998095;7.30700547338256;589803.576201622;95389.5659310092;0;1;1
915;1947;6031;Bagnes;23;2303;2307;4;0;1;2;100;3;0;0;11;5;0;0;0;3;6;5;10;[];46.00998095;7.30700547338256;589803.576201622;95389.5659310092;0;1;1
916;1948;6031;Bagnes;23;2303;2307;4;0;1;2;100;3;0;0;11;5;0;0;0;3;6;5;10;[];46.00998095;7.30700547338256;589803.576201622;95389.5659310092;0;1;1
2061;3947;6104;Ergisch;23;2306;2304;4;1;1;1;97;3;0;0;11;8;0;0;0;3;16;7;13;[];46.292777;7.7148033;621281.018855277;126855.459632253;42.952133194589;1;1
2062;3948;6112;Oberems;23;2306;2304;4;1;1;1;97;3;0;0;11;8;0;0;0;3;7;5;13;["Unterems"];46.2819813;7.6963427;619862.385257026;125650.59639542;42.9292403746098;1;1
2826;6006;1063;Meggen;3;312;301;4;0;6;1;26;14;1061;9;4;5;2;3;0;2;5;3;6;[];47.0470746;8.3733992;671030.442163793;211094.248437806;51.7028154327424;0.9775;1.6
2886;6045;1063;Meggen;3;312;301;4;0;6;1;26;14;1061;9;4;5;2;3;0;2;5;3;6;[];47.0470746;8.3733992;671030.442163793;211094.248437806;51.7028154327424;0.9775;1.6
893;1923;6218;Salvan;23;2310;2307;4;0;1;2;100;3;0;0;11;7;0;0;0;3;17;6;10;[];46.1219825;7.0208326;567703.186907294;107917.935015735;48.5442247658689;1;1
892;1922;6218;Salvan;23;2310;2307;4;0;1;2;100;3;0;0;11;7;0;0;0;3;17;6;10;[];46.1219825;7.0208326;567703.186907294;107917.935015735;48.5442247658689;1;1
2015;3907;6009;Simplon;23;2301;2302;4;0;1;1;95;3;0;0;11;8;0;0;0;3;7;5;10;[];46.1955875;8.0563136;647682.175809375;116201.809466176;48.9385416666667;1;1
900;1929;6142;Trient;23;2307;2307;4;0;1;2;100;3;0;0;11;8;0;0;0;3;7;5;10;[];46.0559487;6.9953742;565693.710426194;100588.083697668;49.0249739854318;1;1
1737;3472;421;Rumendingen;2;245;207;1;0;2;1;16;7;0;0;6;8;0;0;0;3;8;6;9;[];47.1055366;7.6430358;615515.486680203;217190.790252154;47.7180020811655;1;3.06
2006;3900;6002;Brig-Glis;23;2301;2302;4;0;1;1;95;3;6002;9;11;4;1;5;1;2;3;1;10;["Brigerbad", "Gamsen"];46.28873245;7.9753083733611;641358.026996716;126509.992273805;0;1.05;1
874;1903;6211;Collonges;23;2310;2307;4;0;1;2;100;3;0;0;11;8;0;0;0;3;16;7;10;[];46.1714906;7.0347121;568804.413796571;113415.810316598;47.7065556711759;1.1;1
889;1920;6136;Martigny;23;2307;2307;4;0;1;2;100;3;9005;9;11;4;1;5;1;2;3;1;10;[];46.103115;7.0727354;571705.529558783;105800.518381867;52.5991561181435;1.1;1
898;1927;6136;Martigny;23;2307;2307;4;0;1;2;100;3;9005;9;11;4;1;5;1;2;3;1;10;[];46.103115;7.0727354;571705.529558783;105800.518381867;52.5991561181435;1.1;1
875;1904;6136;Martigny;23;2307;2307;4;0;1;2;100;3;9005;9;11;4;1;5;1;2;3;1;10;[];46.103115;7.0727354;571705.529558783;105800.518381867;52.5991561181435;1.1;1
2011;3903;6007;Naters;23;2301;2302;4;0;1;1;95;3;6002;9;11;5;2;5;0;2;13;2;10;[];46.3242659;7.9884511;642343.116871896;130466.959362241;49.3995837669095;1.1;1
2012;3904;6007;Naters;23;2301;2302;4;0;1;1;95;3;6002;9;11;5;2;5;0;2;13;2;10;[];46.3242659;7.9884511;642343.116871896;130466.959362241;49.3995837669095;1.1;1
2023;3914;6007;Naters;23;2301;2302;4;0;1;1;95;3;6002;9;11;5;2;5;0;2;13;2;10;[];46.3242659;7.9884511;642343.116871896;130466.959362241;49.3995837669095;1.1;1
2124;3988;6076;Obergoms;23;2304;2301;4;1;1;1;94;3;0;0;11;8;0;0;0;3;7;5;13;[];46.5176608;8.3301358;668412.175747102;152205.945470023;37.8813735691988;1.1;1
2137;3999;6076;Obergoms;23;2304;2301;4;1;1;1;94;3;0;0;11;8;0;0;0;3;7;5;13;[];46.5176608;8.3301358;668412.175747102;152205.945470023;37.8813735691988;1.1;1
2039;3928;6287;Randa;23;2313;2303;4;1;1;1;96;3;0;0;11;8;0;0;0;3;7;5;10;[];46.100229;7.7828107;626615.52976102;105471.997090402;44.4131113423517;1.1;1
2007;3900;6008;Ried-Brig;23;2301;2302;4;0;1;1;95;3;6002;9;11;6;4;5;0;3;14;4;10;[];46.3150269;8.0166829;644524.868667071;129455.532092374;49.5816857440166;1.1;1
2009;3901;6008;Ried-Brig;23;2301;2302;4;0;1;1;95;3;6002;9;11;6;4;5;0;3;14;4;10;[];46.3150269;8.0166829;644524.868667071;129455.532092374;49.5816857440166;1.1;1
2020;3911;6008;Ried-Brig;23;2301;2302;4;0;1;1;95;3;6002;9;11;6;4;5;0;3;14;4;10;[];46.3150269;8.0166829;644524.868667071;129455.532092374;49.5816857440166;1.1;1
966;1994;6266;Sion;23;2312;2306;4;0;1;2;99;3;6266;9;11;3;1;4;1;2;2;1;8;[];46.2311749;7.3588795;593846.876935382;119973.417819725;54.4274376417234;1.1;1
932;1965;6266;Sion;23;2312;2306;4;0;1;2;99;3;6266;9;11;3;1;4;1;2;2;1;8;[];46.2311749;7.3588795;593846.876935382;119973.417819725;54.4274376417234;1.1;1
919;1950;6266;Sion;23;2312;2306;4;0;1;2;99;3;6266;9;11;3;1;4;1;2;2;1;8;[];46.2311749;7.3588795;593846.876935382;119973.417819725;54.4274376417234;1.1;1
925;1958;6266;Sion;23;2312;2306;4;0;1;2;99;3;6266;9;11;3;1;4;1;2;2;1;8;[];46.2311749;7.3588795;593846.876935382;119973.417819725;54.4274376417234;1.1;1
928;1962;6266;Sion;23;2312;2306;4;0;1;2;99;3;6266;9;11;3;1;4;1;2;2;1;8;[];46.2311749;7.3588795;593846.876935382;119973.417819725;54.4274376417234;1.1;1
934;1967;6266;Sion;23;2312;2306;4;0;1;2;99;3;6266;9;11;3;1;4;1;2;2;1;8;[];46.2311749;7.3588795;593846.876935382;119973.417819725;54.4274376417234;1.1;1
938;1971;6266;Sion;23;2312;2306;4;0;1;2;99;3;6266;9;11;3;1;4;1;2;2;1;8;[];46.2311749;7.3588795;593846.876935382;119973.417819725;54.4274376417234;1.1;1
961;1992;6266;Sion;23;2312;2306;4;0;1;2;99;3;6266;9;11;3;1;4;1;2;2;1;8;[];46.2311749;7.3588795;593846.876935382;119973.417819725;54.4274376417234;1.1;1
963;1993;6266;Sion;23;2312;2306;4;0;1;2;99;3;6266;9;11;3;1;4;1;2;2;1;8;[];46.2311749;7.3588795;593846.876935382;119973.417819725;54.4274376417234;1.1;1
957;1991;6266;Sion;23;2312;2306;4;0;1;2;99;3;6266;9;11;3;1;4;1;2;2;1;8;["Salins"];46.2311749;7.3588795;593846.876935382;119973.417819725;54.4274376417234;1.1;1
2032;3922;6293;Stalden (VS);23;2313;2303;4;1;1;1;96;3;0;0;11;7;4;5;0;3;18;6;10;[];46.23209535;7.89401345114251;635129.780043211;120174.567338227;37.3850156087409;1.1;1
2045;3933;6294;Staldenried;23;2313;2303;4;1;1;1;96;3;0;0;11;8;4;5;0;3;16;7;10;[];46.2296157;7.8833886;634311.708665475;119894.258011722;50.585848074922;1.1;1
2051;3940;6204;Steg-Hohtenn;23;2309;2303;4;1;1;1;96;3;0;0;11;7;0;0;0;3;18;6;10;[];46.3347806;7.76810784561806;625369.054312744;131540.6845197;23.9417273673257;1.1;1
2064;3949;6204;Steg-Hohtenn;23;2309;2303;4;1;1;1;96;3;0;0;11;7;0;0;0;3;18;6;10;[];46.3347806;7.76810784561806;625369.054312744;131540.6845197;23.9417273673257;1.1;1
2102;3973;6249;Venthône;23;2311;2305;4;0;1;2;98;3;6248;9;11;7;2;5;0;2;14;4;10;[];46.3068156;7.5291039;606969.401254522;128382.748198659;54.1425598335068;1.1;1
866;1895;6158;Vionnaz;23;2308;2308;4;0;1;2;101;2;0;0;11;6;5;0;0;3;17;6;9;[];46.3106198;6.9025573;558703.917342013;128943.194248638;53.156087408949;1.1;1
871;1899;6158;Vionnaz;23;2308;2308;4;0;1;2;101;2;0;0;11;6;5;0;0;3;17;6;9;[];46.3106198;6.9025573;558703.917342013;128943.194248638;53.156087408949;1.1;1
2041;3930;6297;Visp;23;2313;2303;4;1;1;1;96;3;6002;9;11;5;1;5;1;2;3;1;10;["Eyholz"];46.2913113;7.8811918;634103.442177318;126751.458511706;57.003164556962;1.1;1
2029;3920;6300;Zermatt;23;2313;2303;4;1;1;1;96;3;0;0;11;5;6;0;1;2;6;5;10;[];46.0222273;7.7494002;624066.243842488;96790.0892610572;0;1.1;1
2119;3984;6057;Fiesch;23;2304;2301;4;1;1;1;94;3;0;0;11;8;0;0;0;3;6;5;13;[];46.40409185;8.13304238264623;653399.893188363;139428.795826564;46.9604578563996;1.15;1
2110;3978;6240;Lens;23;2311;2305;4;0;1;2;98;3;0;0;11;6;0;0;0;3;7;5;10;[];46.280728;7.4464948;600605.665256481;125478.852361088;49.3155694879833;1.15;1
947;1978;6240;Lens;23;2311;2305;4;0;1;2;98;3;0;0;11;6;0;0;0;3;7;5;10;[];46.280728;7.4464948;600605.665256481;125478.852361088;49.3155694879833;1.15;1
2084;3963;6240;Lens;23;2311;2305;4;0;1;2;98;3;0;0;11;6;0;0;0;3;7;5;10;[];46.280728;7.4464948;600605.665256481;125478.852361088;49.3155694879833;1.15;1
2097;3971;6240;Lens;23;2311;2305;4;0;1;2;98;3;0;0;11;6;0;0;0;3;7;5;10;[];46.280728;7.4464948;600605.665256481;125478.852361088;49.3155694879833;1.15;1
2117;3983;6203;Mörel-Filet;23;2309;2302;4;0;1;1;95;3;0;0;11;8;4;5;0;3;7;5;10;[];46.3494652;8.04927595364239;647005.664968224;133302.785451082;40.1342351716961;1.15;1
931;1965;6265;Savièse;23;2312;2306;4;0;1;2;99;3;6266;9;11;5;2;4;0;2;14;4;8;["Chandolin (Savièse)", "St-Germain (Savièse)", "Ormône (Savièse)", "Granois (Savièse)", "Mayens-de-la-Zour (Savièse)", "Drône (Savièse)", "Monteiller (Savièse)", "Diolly (Savièse)", "Roumaz (Savièse)"];46.2535351;7.3477598;592991.977348667;122459.958837272;49.6711758584808;1.15;1
927;1962;6265;Savièse;23;2312;2306;4;0;1;2;99;3;6266;9;11;5;2;4;0;2;14;4;8;["Pont-de-la-Morge (Sion)", "Pont-de-la-Morge", "Pont-de-la-Morge (Sion)"];46.2535351;7.3477598;592991.977348667;122459.958837272;49.6711758584808;1.15;1
918;1950;6265;Savièse;23;2312;2306;4;0;1;2;99;3;6266;9;11;5;2;4;0;2;14;4;8;[];46.2535351;7.3477598;592991.977348667;122459.958837272;49.6711758584808;1.15;1
929;1963;6025;Vétroz;23;2302;2306;4;0;1;2;99;3;6266;9;11;5;3;4;0;2;14;4;8;[];46.2253413;7.2812893;587859.784744288;119333.930414313;48.525494276795;1.15;1
933;1966;6082;Ayent;23;2305;2306;4;0;1;2;99;3;0;0;11;6;4;4;0;3;6;5;8;[];46.3190236;7.41664229615006;598305.890646853;129736.152316442;0.081165452653486;1.2;1
922;1958;6082;Ayent;23;2305;2306;4;0;1;2;99;3;0;0;11;6;4;4;0;3;6;5;8;["St-Léonard", "Uvrier", "St-L\\u00e9onard"];46.3190236;7.41664229615006;598305.890646853;129736.152316442;0.081165452653486;1.2;1
2118;3983;6205;Bettmeralp;23;2309;2302;4;1;1;1;95;3;0;0;11;8;0;0;0;3;7;5;10;[];46.3905995;8.0628825;648016.645226402;137883.677475009;20.2684703433923;1.2;1
2128;3991;6205;Bettmeralp;23;2309;2302;4;1;1;1;95;3;0;0;11;8;0;0;0;3;7;5;10;[];46.3905995;8.0628825;648016.645226402;137883.677475009;20.2684703433923;1.2;1
2132;3994;6205;Bettmeralp;23;2309;2302;4;1;1;1;95;3;0;0;11;8;0;0;0;3;7;5;10;[];46.3905995;8.0628825;648016.645226402;137883.677475009;20.2684703433923;1.2;1
943;1975;6023;Conthey;23;2302;2306;4;0;1;2;99;3;6266;9;11;5;3;4;0;3;12;2;8;[];46.2279796;7.3044209;589645.011003078;119623.878950327;48.210197710718;1.2;1
944;1976;6023;Conthey;23;2302;2306;4;0;1;2;99;3;6266;9;11;5;3;4;0;3;12;2;8;[];46.2279796;7.3044209;589645.011003078;119623.878950327;48.210197710718;1.2;1
2133;3995;6056;Ernen;23;2304;2301;4;1;1;1;94;3;0;0;11;8;0;0;0;3;7;5;13;[];46.3988816;8.1460083;654402.140830072;138858.556844446;45.5411030176899;1.2;1
945;1977;6239;Icogne;23;2311;2305;4;0;1;2;98;3;0;0;11;8;4;4;0;3;17;6;10;[];46.2927596;7.4388124;600013.477361403;126816.308982753;42.942767950052;1.2;1
946;1978;6239;Icogne;23;2311;2305;4;0;1;2;98;3;0;0;11;8;4;4;0;3;17;6;10;[];46.2927596;7.4388124;600013.477361403;126816.308982753;42.942767950052;1.2;1
883;1911;6135;Leytron;23;2307;2307;4;0;1;2;100;3;0;0;11;6;0;0;0;3;6;5;10;[];46.1859543;7.2068108;582100.465397108;114969.775444621;47.6097814776275;1.2;1
884;1912;6135;Leytron;23;2307;2307;4;0;1;2;100;3;0;0;11;6;0;0;0;3;6;5;10;[];46.1859543;7.2068108;582100.465397108;114969.775444621;47.6097814776275;1.2;1
2085;3963;6242;Mollens (VS);23;2311;2305;4;0;1;2;98;3;6248;9;11;8;0;0;0;3;14;4;10;[];46.3153818;7.5201068;606275.189015485;129334.243836953;52.2726326742976;1.2;1
2100;3972;6242;Mollens (VS);23;2311;2305;4;0;1;2;98;3;6248;9;11;8;0;0;0;3;14;4;10;[];46.3153818;7.5201068;606275.189015485;129334.243836953;52.2726326742976;1.2;1
2103;3974;6242;Mollens (VS);23;2311;2305;4;0;1;2;98;3;6248;9;11;8;0;0;0;3;14;4;10;[];46.3153818;7.5201068;606275.189015485;129334.243836953;52.2726326742976;1.2;1
2086;3963;6243;Montana;23;2311;2305;4;0;1;2;98;3;6248;9;11;6;0;0;0;2;6;5;10;[];46.3125537;7.4823938;603370.521589762;129017.588120286;51.6476793248945;1.2;1
2107;3976;6243;Montana;23;2311;2305;4;0;1;2;98;3;6248;9;11;6;0;0;0;2;6;5;10;[];46.3125537;7.4823938;603370.521589762;129017.588120286;51.6476793248945;1.2;1
2077;3960;6243;Montana;23;2311;2305;4;0;1;2;98;3;6248;9;11;6;0;0;0;2;6;5;10;["Niouc", "Corin-de-la-Crête"];46.3125537;7.4823938;603370.521589762;129017.588120286;51.6476793248945;1.2;1
847;1870;6153;Monthey;23;2308;2308;4;0;1;2;101;2;6153;9;11;4;1;5;1;2;3;1;9;[];46.2554573;6.9537826;562612.021290738;122785.400289906;55.7369519832985;1.2;1
1689;3426;401;Aefligen;2;245;207;0;0;2;1;16;7;404;9;6;7;6;0;0;3;14;4;9;[];47.0945826;7.5563371;608936.361691012;215959.491131398;43.9833506763788;1.5;3.06
848;1871;6153;Monthey;23;2308;2308;4;0;1;2;101;2;6153;9;11;4;1;5;1;2;3;1;9;["Choëx", "Les Giettes", "Les Giettes"];46.2554573;6.9537826;562612.021290738;122785.400289906;55.7369519832985;1.2;1
907;1937;6034;Orsières;23;2303;2307;4;0;1;2;100;3;0;0;11;6;0;0;0;3;7;5;10;[];46.0300676;7.1453627;577291.132428793;97656.5269082261;52.1267015706806;1.2;1
908;1938;6034;Orsières;23;2303;2307;4;0;1;2;100;3;0;0;11;6;0;0;0;3;7;5;10;[];46.0300676;7.1453627;577291.132428793;97656.5269082261;52.1267015706806;1.2;1
912;1944;6034;Orsières;23;2303;2307;4;0;1;2;100;3;0;0;11;6;0;0;0;3;7;5;10;[];46.0300676;7.1453627;577291.132428793;97656.5269082261;52.1267015706806;1.2;1
911;1943;6034;Orsières;23;2303;2307;4;0;1;2;100;3;0;0;11;6;0;0;0;3;7;5;10;[];46.0300676;7.1453627;577291.132428793;97656.5269082261;52.1267015706806;1.2;1
2078;3960;6244;Randogne;23;2311;2305;4;0;1;2;98;3;6248;9;11;6;0;0;0;2;6;5;10;[];46.311602;7.5016541;604854.202342995;128912.753100915;48.1248699271592;1.2;1
2087;3963;6244;Randogne;23;2311;2305;4;0;1;2;98;3;6248;9;11;6;0;0;0;2;6;5;10;[];46.311602;7.5016541;604854.202342995;128912.753100915;48.1248699271592;1.2;1
2101;3973;6244;Randogne;23;2311;2305;4;0;1;2;98;3;6248;9;11;6;0;0;0;2;6;5;10;[];46.311602;7.5016541;604854.202342995;128912.753100915;48.1248699271592;1.2;1
2104;3974;6244;Randogne;23;2311;2305;4;0;1;2;98;3;6248;9;11;6;0;0;0;2;6;5;10;[];46.311602;7.5016541;604854.202342995;128912.753100915;48.1248699271592;1.2;1
2105;3975;6244;Randogne;23;2311;2305;4;0;1;2;98;3;6248;9;11;6;0;0;0;2;6;5;10;[];46.311602;7.5016541;604854.202342995;128912.753100915;48.1248699271592;1.2;1
2053;3942;6199;Raron;23;2309;2303;4;1;1;1;96;3;0;0;11;7;4;5;0;3;18;6;10;[];46.309934;7.799589;627805.709412531;128789.316520755;47.1240875912409;1.2;1
2136;3998;6075;Reckingen-Gluringen;23;2304;2301;4;1;1;1;94;3;0;0;11;8;0;0;0;3;7;5;13;[];46.4677383;8.2382426;661417.415168377;146580.653160502;54.4869927159209;1.2;1
885;1913;6140;Saillon;23;2307;2307;4;0;1;2;100;3;0;0;11;6;5;0;0;2;20;8;10;[];46.171705;7.1849064;580404.084692086;113391.074103135;50.1175858480749;1.2;1
923;1958;6246;Saint-Léonard;23;2311;2306;4;0;1;2;99;3;6266;9;11;6;4;4;0;2;14;4;8;[];46.2546777;7.420378;598591.929861236;122583.104359331;49.0374609781478;1.2;1
880;1907;6141;Saxon;23;2307;2307;4;0;1;2;100;3;0;0;11;5;5;0;0;2;20;8;10;[];46.1452873;7.1807405;580072.687183732;110455.384618759;53.5119667013528;1.2;1
903;1933;6035;Sembrancher;23;2303;2307;4;0;1;2;100;3;0;0;11;8;0;0;0;3;17;6;10;["Vens (Sembrancher)", "Chamoille (Sembrancher)", "Chamoille"];46.0784832;7.1517153;577802.695417223;103036.87971859;56.9386056191467;1.2;1
2109;3977;6248;Sierre;23;2311;2305;4;0;1;2;98;3;6248;9;11;4;1;5;1;2;3;1;10;[];46.2922522;7.5323195;607219.100498764;126764.04629905;47.6021052631579;1.2;1
2079;3960;6248;Sierre;23;2311;2305;4;0;1;2;98;3;6248;9;11;4;1;5;1;2;3;1;10;[];46.2922522;7.5323195;607219.100498764;126764.04629905;47.6021052631579;1.2;1
924;1958;6248;Sierre;23;2311;2305;4;0;1;2;98;3;6248;9;11;4;1;5;1;2;3;1;10;[];46.2922522;7.5323195;607219.100498764;126764.04629905;47.6021052631579;1.2;1
2089;3965;6248;Sierre;23;2311;2305;4;0;1;2;98;3;6248;9;11;4;1;5;1;2;3;1;10;[];46.2922522;7.5323195;607219.100498764;126764.04629905;47.6021052631579;1.2;1
2091;3966;6248;Sierre;23;2311;2305;4;0;1;2;98;3;6248;9;11;4;1;5;1;2;3;1;10;[];46.2922522;7.5323195;607219.100498764;126764.04629905;47.6021052631579;1.2;1
2098;3971;6248;Sierre;23;2311;2305;4;0;1;2;98;3;6248;9;11;4;1;5;1;2;3;1;10;[];46.2922522;7.5323195;607219.100498764;126764.04629905;47.6021052631579;1.2;1
2108;3976;6248;Sierre;23;2311;2305;4;0;1;2;98;3;6248;9;11;4;1;5;1;2;3;1;10;[];46.2922522;7.5323195;607219.100498764;126764.04629905;47.6021052631579;1.2;1
2035;3924;6292;St. Niklaus;23;2313;2303;4;1;1;1;96;3;0;0;11;6;0;0;0;3;18;6;10;[];47.2225295;7.5449687;608054.052780728;230182.756714178;44.8668054110302;1.2;1
2038;3927;6292;St. Niklaus;23;2313;2303;4;1;1;1;96;3;0;0;11;6;0;0;0;3;18;6;10;[];47.2225295;7.5449687;608054.052780728;230182.756714178;44.8668054110302;1.2;1
2112;3982;6010;Termen;23;2301;2302;4;0;1;1;95;3;6002;9;11;8;4;5;0;2;7;5;10;[];46.3283973;8.0227013;644977.406202041;130945.211932419;43.5150884495317;1.2;1
2008;3900;6010;Termen;23;2301;2302;4;0;1;1;95;3;6002;9;11;8;4;5;0;2;7;5;10;[];46.3283973;8.0227013;644977.406202041;130945.211932419;43.5150884495317;1.2;1
2021;3912;6010;Termen;23;2301;2302;4;0;1;1;95;3;6002;9;11;8;4;5;0;2;7;5;10;[];46.3283973;8.0227013;644977.406202041;130945.211932419;43.5150884495317;1.2;1
2022;3913;6010;Termen;23;2301;2302;4;0;1;1;95;3;6002;9;11;8;4;5;0;2;7;5;10;[];46.3283973;8.0227013;644977.406202041;130945.211932419;43.5150884495317;1.2;1
854;1875;6156;Troistorrents;23;2308;2308;4;0;1;2;101;2;6153;9;11;6;2;5;0;3;7;5;9;[];46.2285806;6.9161978;559693.814204223;119816.272350598;51.9354838709677;1.2;1
851;1872;6156;Troistorrents;23;2308;2308;4;0;1;2;101;2;6153;9;11;6;2;5;0;3;7;5;9;[];46.2285806;6.9161978;559693.814204223;119816.272350598;51.9354838709677;1.2;1
2058;3945;6119;Turtmann-Unterems;23;2306;2304;4;1;1;1;97;3;0;0;11;7;0;0;0;3;17;6;13;[];46.1619827;7.71404157733978;621273.384638795;112315.893303166;0;1.2;1
2060;3946;6119;Turtmann-Unterems;23;2306;2304;4;1;1;1;97;3;0;0;11;7;0;0;0;3;17;6;13;[];46.1619827;7.71404157733978;621273.384638795;112315.893303166;0;1.2;1
2063;3948;6119;Turtmann-Unterems;23;2306;2304;4;1;1;1;97;3;0;0;11;7;0;0;0;3;17;6;13;[];46.1619827;7.71404157733978;621273.384638795;112315.893303166;0;1.2;1
2055;3944;6201;Unterbäch;23;2309;2303;4;1;1;1;96;3;0;0;11;8;4;5;0;3;7;5;10;[];46.2852749;7.7999493;627846.043820099;126048.33111113;43.6919875130073;1.2;1
876;1904;6219;Vernayaz;23;2310;2307;4;0;1;2;100;3;0;0;11;7;5;0;0;3;16;7;10;[];46.1365416;7.0393423;569142.277855013;109528.987719811;47.2289281997919;1.2;1
890;1920;6219;Vernayaz;23;2310;2307;4;0;1;2;100;3;0;0;11;7;5;0;0;3;16;7;10;[];46.1365416;7.0393423;569142.277855013;109528.987719811;47.2289281997919;1.2;1
2093;3968;6250;Veyras;23;2311;2305;4;0;1;2;98;3;6248;9;11;7;2;5;0;2;14;4;10;[];46.3031568;7.5366727;607553.010063133;127976.686921738;52.2684703433923;1.2;1
958;1991;6267;Veysonnaz;23;2312;2306;4;0;1;2;99;3;0;0;11;8;4;4;0;3;7;5;8;[];46.1955082;7.3363267;592101.790520901;116010.545526987;49.4880332986472;1.2;1
964;1993;6267;Veysonnaz;23;2312;2306;4;0;1;2;99;3;0;0;11;8;4;4;0;3;7;5;8;[];46.1955082;7.3363267;592101.790520901;116010.545526987;49.4880332986472;1.2;1
1402;3073;356;Muri bei Bern;2;246;219;1;0;2;1;11;7;351;4;6;4;2;2;1;1;5;3;1;[];46.9332991;7.49972434660936;604652.091831848;198024.720918013;64.1145833333333;1.2;3.06
1404;3074;356;Muri bei Bern;2;246;219;1;0;2;1;11;7;351;4;6;4;2;2;1;1;5;3;1;[];46.9332991;7.49972434660936;604652.091831848;198024.720918013;64.1145833333333;1.2;3.06
1406;3076;356;Muri bei Bern;2;246;219;1;0;2;1;11;7;351;4;6;4;2;2;1;1;5;3;1;[];46.9332991;7.49972434660936;604652.091831848;198024.720918013;64.1145833333333;1.2;3.06
1635;3362;982;Niederönz;2;244;206;0;1;2;1;15;9;0;0;6;7;0;0;0;2;15;7;11;[];47.1847203;7.6918687;619193.834113435;226004.766718025;44.934375;1.2;3.06
2398;4556;982;Niederönz;2;244;206;0;1;2;1;15;9;0;0;6;7;0;0;0;2;15;7;11;[];47.1847203;7.6918687;619193.834113435;226004.766718025;44.934375;1.2;3.06
1544;3226;500;Treiten;2;243;217;0;0;2;1;12;7;0;0;8;8;0;0;0;3;21;9;11;[];47.0088429;7.1623892;578993.365591044;206458.228489772;40.4630593132154;1.2;3.06
1650;3380;990;Walliswil bei Niederbipp;2;244;206;1;1;2;1;15;9;0;0;6;8;0;0;0;3;16;7;11;["Walliswil b. Niederbipp"];47.2356714;7.6917868;619169.380794124;231669.300928088;48.4568158168574;1.2;3.06
1602;3294;389;Meienried;2;243;1104;1;1;2;1;24;6;0;0;8;8;5;0;0;3;20;8;9;[];47.1400764;7.3379717;592364.050253736;221015.538040376;43.474505723205;1.23;3.06
1448;3116;875;Mühledorf (BE);2;246;219;1;0;2;1;18;7;0;0;6;8;4;2;0;3;20;8;3;[];46.8282895;7.53117222035316;607060.616653628;186353.240024193;49.2476586888658;1.24;3.06
1446;3115;875;Mühledorf (BE);2;246;219;1;0;2;1;18;7;0;0;6;8;4;2;0;3;20;8;3;[];46.8282895;7.53117222035316;607060.616653628;186353.240024193;49.2476586888658;1.24;3.06
2081;3961;6252;Anniviers;23;2311;2305;4;0;1;2;98;3;0;0;11;6;0;0;0;3;6;5;10;[];46.15338045;7.59185680159998;611837.148348293;111333.826031625;0;1.25;1
942;1974;6261;Arbaz;23;2312;2306;4;0;1;2;99;3;6266;9;11;7;4;4;0;3;14;4;8;[];46.273328;7.3834555;595746.154606734;124657.61785113;48.1269510926119;1.25;1
940;1972;6261;Arbaz;23;2312;2306;4;0;1;2;99;3;6266;9;11;7;4;4;0;3;14;4;8;[];46.273328;7.3834555;595746.154606734;124657.61785113;48.1269510926119;1.25;1
845;1868;6152;Collombey-Muraz;23;2308;2308;4;0;1;2;101;2;6153;9;11;5;2;5;0;2;14;4;9;[];46.2869562;6.92463990618355;560387.788132874;126301.275796374;39.8345473465141;1.25;1
850;1872;6152;Collombey-Muraz;23;2308;2308;4;0;1;2;101;2;6153;9;11;5;2;5;0;2;14;4;9;[];46.2869562;6.92463990618355;560387.788132874;126301.275796374;39.8345473465141;1.25;1
865;1893;6152;Collombey-Muraz;23;2308;2308;4;0;1;2;101;2;6153;9;11;5;2;5;0;2;14;4;9;[];46.2869562;6.92463990618355;560387.788132874;126301.275796374;39.8345473465141;1.25;1
913;1945;6033;Liddes;23;2303;2307;4;0;1;2;100;3;0;0;11;8;0;0;0;3;20;8;10;[];45.9917015;7.1865245;580464.664331166;93380.4321370855;50.047866805411;1.25;1
846;1869;6215;Massongex;23;2310;2308;4;0;1;2;101;2;6153;9;11;7;4;5;0;2;14;4;9;[];46.2427711;6.9879674;565239.854931519;121359.395916604;50.5900104058273;1.25;1
